,titulo,descricao_do_recurso,tipo_de_recurso
273, Mudanças Ambientais Globais - O Ciclo do Carbono, Além de vídeos e animações <VIRGULA> são utilizados recursos avançados de interatividade para que o usuário entenda <VIRGULA> de forma participativa e intuitiva <VIRGULA> que fatores estão envolvidos nas mudanças e no comportamento do meio ambiente. Esse recurso <VIRGULA> desenvolvido por meio do Programa AEB Escola <VIRGULA> define o conceito de carbono e apresenta o ciclo do carbono com suas diversas transformações sofridas ao longo do tempo <VIRGULA> além dos impactos sofrido antes e após a revolução industrial. Faz também <VIRGULA> uma abordagem sobre os ciclos terrestre e marinho desse importante componente da natureza, Animação/simulação
274, Termodinâmica: A diferença que faz o calor, Desenvolver habilidades para relacionar aspectos do entorno social à fenomenologia da Física <VIRGULA> vencendo expectativas meramente propedêuticas; desenvolver capacidade para delinear o contorno de problemas e buscar <VIRGULA> por via investigativa <VIRGULA> suas possíveis soluções; elaborar intelectualmente a modelagem do conhecimento <VIRGULA> ou sua produção <VIRGULA> à medida que ao serem apresentados problemas <VIRGULA> de forma contextualizada <VIRGULA> o usuário é convidado/desafiado a resolvê-los; oportunizar uma maior abrangência dos aspectos tecnológicos relacionados ao desenvolvimento da Física <VIRGULA> sem perder de vista sua historicidade, Vídeo
275, Conservação da quantidade de movimento I, Reconhecer que a quantidade de movimentos total de um sistema é uma invariante <VIRGULA> a conservação da quantidade de movimento total do sistema <VIRGULA> utilizando essa noção na análise de diversas situações <VIRGULA> reconhecer <VIRGULA> pela análise das cenas <VIRGULA> que a quantidade de movimentos depende das massas e das velocidades dos corpos envolvidos. Expressar-se coerentemente <VIRGULA> utilizando a lei da conservação de quantidade de movimento. Identificar regularidades nas várias cenas <VIRGULA> associando fenômenos que ocorrem em situações semelhantes. Compreender que a origem dos movimentos depende de interações entre corpos distintos <VIRGULA> como nas várias interações que ocorrem entre os dois patinadores, Animação/simulação
276, Vassoura e rastelo como alavancas, A imagem contribui para a identificação de um rastelo ou de uma vassoura como uma alavanca interpotente. O rastelo é um instrumento semelhante a uma vassoura <VIRGULA> sendo utilizado para varrer folhas em campos e jardins. A alavanca interpotente é aquela que possui o ponto de ação entre os pontos de apoio e de resistência. No uso desse tipo de alavanca exercemos uma força maior do que aquela que exerceríamos para realizar o trabalho sem o uso do artefato. Em compensação <VIRGULA> realizamos nossa ação durante um pequeno deslocamento e obtemos um grande deslocamento na extremidade da alavanca como resultado, Imagem
277, A eletricidade nossa de cada dia - Parte II, Desenvolver habilidades para relacionar aspectos do entorno social à fenomenologia da Física <VIRGULA> vencendo expectativas meramente propedêuticas; desenvolver capacidade para delinear o contorno de problemas e buscar <VIRGULA> por via investigativa <VIRGULA> suas possíveis soluções; elaborar intelectualmente a modelagem do conhecimento <VIRGULA> ou sua produção <VIRGULA> à medida que ao serem apresentados problemas <VIRGULA> de forma contextualizada <VIRGULA> o usuário é convidado/desafiado a resolvê-los; oportunizar uma maior brangência dos aspectos tecnológicos relacionados ao esenvolvimento da Física <VIRGULA> sem perder de vista sua historicidade. Quanto aos objetivos específicos <VIRGULA> este plataforma de prendizagem contempla a compreensão dos fenômenos relacionados aos conceitos que envolvem: • Os riscos devidos à eletricidade ou à indevida e descuidada proximidade com ela. • Como se deve proceder para evitar choques e acidentes fatais em casa. • Para evitar choques e acidentes fatais na rua. • O que fazer em caso de acidente com eletricidade, Áudio
278, O que é Física? Parte II, A mídia aborda em linhas gerais os fundamentos da Física e como ela pode ajudar na compreensão da vida e da sociedade. Mostra que a Física <VIRGULA> além de buscar a compreensão dos fenômenos naturais <VIRGULA> está intimamente relacionada com os avanços científicos e tecnológicos que povoam o nosso cotidiano. A própria dinâmica social está impregnada de situações que resgatam e reforçam <VIRGULA> através de analogias e livre associação <VIRGULA> alguns conceitos tratados pela Física. Partindo do diálogo entre colegas de escola <VIRGULA> a mídia segue discorrendo sobre a relação de algumas leis da Física <VIRGULA> a partir de situações corriqueiras <VIRGULA> como fazer pipoca em um micro-ondas. O diálogo dos estudantes com o professor Aroeira <VIRGULA> traz os princípios básicos da teoria da relatividade e seis principais pressupostos <VIRGULA> discutidos em uma entrevista com o primeiro astronauta brasileiro <VIRGULA> o professor Marcos Cesar Pontes. Com o diálogo entre os astronautas <VIRGULA> se discute a teoria da força gravitacional <VIRGULA> mostrando os mais diversos pontos de vistas e uma animação que mostra a ação da força gravitacional exercida entre a Lua e Terra. Pensadores da Física Moderna <VIRGULA> como Kleper e Galileu são alguns dos teóricos que são apresentados juntamente com suas teorias <VIRGULA> articuladas com elementos da vida, Vídeo
279, Os Curiosos – Radioisótopos, Audiovisual. Esta atividade irá apresentar o tema Radioisótopos <VIRGULA> que engloba a discussão sobre isótopos <VIRGULA> ocorrência natural <VIRGULA> equipamentos para produção artificial e suas aplicações em medicina configurando o que chamamos de radiofármacos. Duas equipes de jovens curiosos fazem uma visita ao Instituto de Pesquisas Energéticas e Nucleares (IPEN) situado no Campus da USP em São Paulo <VIRGULA> onde conhecem o Reator Nuclear de Pesquisa <VIRGULA> no qual são produzidos isótopos por interação com nêutrons <VIRGULA> e o ciclotron <VIRGULA> onde os isótopos são produzidos por reação nuclear com partículas eletricamente carregadas fortemente aceleradas, Vídeo
280, A física e o cotidiano: Gravitação - Parte IV, A mídia faz uma abordagem histórica do assunto <VIRGULA> da Grécia Antiga aos nossos dias. O tratamento conceitual enfatiza os modelos geocêntrico e heliocêntrico e algumas contribuições de Galileu <VIRGULA> Newton e Einstein sobre o assunto <VIRGULA> proporcionando ao espectador um resumo das principais idéias que levaram à compreensão de alguns fenômenos celestes e cotidianos <VIRGULA> como o surgimento dos cometas e as marés. Durante a exibição do vídeo é possível identificar diversas áreas do conhecimento associadas à Física <VIRGULA> tais como História <VIRGULA> Geografia <VIRGULA> Matemática <VIRGULA> dentre outras, Vídeo
281, Nanotecnologia e cosméticos: Inovações – Parte 2, A realização dos projetos em nanotecnologia pelo Centro Multidisciplinar para o Desenvolvimento de Materiais Cerâmicos (CMDMC) e pelo Instituto Nacional de Ciência e Tecnologia dos Materiais em Nanotecnologia (INCTMN) envolve o apoio das seguintes instituições: Fundação de Amparo à Pesquisa do Estado de São Paulo (FAPESP) <VIRGULA> Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq) <VIRGULA> Universidade Estadual Paulista Júlio Mesquita Filho (Unesp) <VIRGULA> Universidade de São Paulo (USP) <VIRGULA> Universidade Federal de São Carlos (UFSCar) <VIRGULA> Instituto de Pesquisas Energéticas e Nucleares (IPEN) e Laboratório Interdisciplinar de Eletroquímica e Cerâmica (LIEC). Os projetos contam ainda com colaboradores de várias universidades e institutos de pesquisa <VIRGULA> do Brasil e do exterior. Os resultados destes trabalhos contribuíram com um aumento no índice de publicações internacionais de artigos científicos pelo Brasil, Vídeo
282, Instrumental matemático para a física - Estudo da função exponencial e logarítmica, Desenvolver habilidades para relacionar aspectos do entorno social à fenomenologia da Física <VIRGULA> vencendo expectativas meramente propedêuticas; desenvolver capacidade para delinear o contorno de problemas e buscar <VIRGULA> por via investigativa <VIRGULA> suas possíveis soluções; elaborar intelectualmente a modelagem do conhecimento <VIRGULA> ou sua produção <VIRGULA> à medida que ao serem apresentados problemas <VIRGULA> de forma contextualizada <VIRGULA> o usuário é convidade/desafiado a resolvê-los; oportunizar uma maior abrangência dos aspectos tecnológicos relacionados ao desenvolvimento da Física <VIRGULA> sem perder de vista sua historicidade. Quando aos objetivos específicos <VIRGULA> este plataforma de aprendizagem contempla a compreensão dos fenômenos relacionados aos conceitos que envolvem Conceitos de potência; propriedades e cálculo; Conceitos de função exponencial <VIRGULA> gráficos e propriedades; Equações e inequações exponenciais; Conceitos de logaritmos e cologarítmo. Propriedades Sistema de logaritmos e mudança de base Conceito de função logarítmica; gráficos e propriedades; Equações e inequações logarítmicas; Aplicação dos logaritmos no estudo da física como <VIRGULA> por exemplo <VIRGULA> no cálculo do nível de intensidade sonora, Animação/simulação
283, A física e o cotidiano - Sala de Jogos: Atravessando o Mar, A sala de Jogos Atravessando o Mar simulará a prova da Travessia Mar Grande/Salvador e está dividida em três níveis de dificuldade. No primeiro desafio o nadador controlado pelo aluno deverá chegar <VIRGULA> em primeiro lugar <VIRGULA> ao Porto da Barra em Salvador. No segundo desafio o nadador terá que chegar <VIRGULA> em primeiro lugar <VIRGULA> ao Porto da Barra em Salvador e terá que desviar-se de alguns obstáculos (pedras ou embarcações) <VIRGULA> que estão pelo caminho. No terceiro desafio o nadador deverá chegar <VIRGULA> em primeiro lugar <VIRGULA> ao Porto da Barra em Salvador. Para isso <VIRGULA> deverá calcular sua partida. Para que não bata nas bóias que estarão se movimentado no mar, Animação/simulação
284, Os Curiosos – Grandezas (com libras), Esta atividade irá abordar o tema grandezas escalares e vetoriais <VIRGULA> suas diferenças e suas aplicabilidades <VIRGULA> serão apresentadas também as principais unidades de medida do Sistema Internacional (SI) e o Princípio de Bernoulli. Esse assunto será apresentado na forma de uma corrida de barcos a vela <VIRGULA> proposta a dois grupos de jovens curiosos. O grupo vermelho ficou responsável por conduzir um barco no sentido contrário ao vento. Os estudantes tiveram que realizar um movimento de cambar <VIRGULA> ziguezagueando em uma série de movimentos curtos e angulares até chegarem ao seu destino. O grupo azul ficou responsável por conduzir o barquinho a vela no mesmo sentido do vento. Durante essa “corrida” <VIRGULA> os dois grupos demonstraram exemplos de grandezas vetoriais e escalares, Vídeo
285, Análise do volume do ortoedro, A animação apresenta em sua tela um cubo com altura <VIRGULA> largura e comprimento igual à 1 unidade. O cubo está fixado em um sistema de três eixos <VIRGULA> sendo as coordenadas de um dos vértices do cubo a origem deste sistema. Um conjunto de comandos <VIRGULA> em forma de setas <VIRGULA> fixado próximo a cada um dos eixos permite modificar os valores da altura <VIRGULA> da largura e do comprimento <VIRGULA> alterando o volume do cubo ou paralelepípedo formado. Outro comando em forma de seta <VIRGULA> posicionado ao lado direto na tela da animação <VIRGULA> oferece ao usuário um campo que deverá ser preenchido com o valor do volume do sólido geométrico e a partir do comando\VERIFICAR” é possível verificar o resultado, Animação/simulação
286, Nanotecnologia: o futuro – Parte 3, A realização dos projetos em nanotecnologia pelo Centro Multidisciplinar para o Desenvolvimento de Materiais Cerâmicos (CMDMC) e pelo Instituto Nacional de Ciência e Tecnologia dos Materiais em Nanotecnologia (INCTMN) envolve o apoio das seguintes instituições: Fundação de Amparo à Pesquisa do Estado de São Paulo (FAPESP) <VIRGULA> Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq) <VIRGULA> Universidade Estadual Paulista Júlio Mesquita Filho (Unesp) <VIRGULA> Universidade de São Paulo (USP) <VIRGULA> Universidade Federal de São Carlos (UFSCar) <VIRGULA> Instituto de Pesquisas Energéticas e Nucleares (IPEN) e Laboratório Interdisciplinar de Eletroquímica e Cerâmica (LIEC). Os projetos contam ainda com colaboradores de várias universidades e institutos de pesquisa <VIRGULA> do Brasil e do exterior. Os resultados destes trabalhos contribuíram com um aumento no índice de publicações internacionais de artigos científicos pelo Brasil, Vídeo
287, Vera Sílvia Magalhães [Memória política], Apresenta o documentário Vera Sílvia Magalhães: A história de uma guerrilheira. Nesse vídeo ela fala sobre a influência esquerdista que teve na sua família <VIRGULA> como ingressou na faculdade de economia <VIRGULA> o assassinato do estudante Edson Luís <VIRGULA> a prisão dos líderes da UNE e a passeata dos cem mil em 1968. Ela fala sobre o Movimento Revolucionário 8 de Outubro (MR8) <VIRGULA> conta como foi o seu treinamento para guerrilha <VIRGULA> os detalhes do sequestro do embaixador americano Charles Burke Elbrick e a morte do seu companheiro José Roberto Spigner. Vera narra os acontecimentos da sua prisão e tortura pela ditadura <VIRGULA> as sequelas da tortura e a sua libertação, Vídeo
288, O Problema do Barbante: Quadrado e Triângulo, Através do processo de modelagem matemática de um problema de otimização <VIRGULA> esta atividade explora os conceitos de domínio <VIRGULA> imagem e gráfico de função. O enunciado do problema é o seguinte: “Um fio de barbante de 10 metros de comprimento pode ser usado ou para construir um quadrado <VIRGULA> ou para construir um triângulo equilátero ou ele pode ser cortado em dois pedaços (não necessariamente de mesmo tamanho) de modo que um dos pedaços é usado para construir um quadrado e o outro pedaço é usado para construir um triângulo equilátero. Quanto deve ser x <VIRGULA> a medida em metros do pedaço do barbante usado para construir o quadrado <VIRGULA> para que a soma S das áreas das figuras produzidas seja a maior possível? Quanto deve ser x <VIRGULA> a medida em metros do pedaço do barbante usado para construir o quadrado <VIRGULA> para que a soma S das áreas das figuras produzidas seja a menor possível?”, Animação/simulação
289, Espaço de fase de um oscilador amortecido, Este aplicativo permite a discussão da energia do sistema massa-mola – o gráfico de velocidade versus posição <VIRGULA> se não houver atrito tem a forma de uma elipse <VIRGULA> pois a energia mecânica do sistema é dada pela soma da energia cinética (quadrado da velocidade) e energia potencial (quadrado da posição) e essa energia é conservada se não há atrito. Portanto <VIRGULA> o gráfico está indicando quão rápido essa energia é dissipada pelo atrito. É possível variar a posição inicial do corpo <VIRGULA> a velocidade inicial a frequência natural e a viscosidade do meio e comparar com um sistema sem amortecimento, Animação/simulação
290, GCompris - Jogo Educacional para fundamental I, GCompris é um software educacional de alta qualidade que compreende numerosas atividades para crianças com idade entre 2 e 10 anos. GCompris é um software livre francês <VIRGULA> que significa Eu entendi. Ele é ótimo para testar conhecimentos sobre conceitos ou vivê-los de maneira prática.Algumas atividades são de orientação lúdica <VIRGULA> mas mesmo assim ainda educacional.Abaixo você encontra uma lista de categorias <VIRGULA> com algumas das atividades disponíveis em cada uma delas.descoberta do computador: teclado <VIRGULA> mouse <VIRGULA> diferentes usos do mouse <VIRGULA> ...aritmética: memorização de tabelas <VIRGULA> enumeração <VIRGULA> tabelas de entrada dupla <VIRGULA> imagens espelhadas <VIRGULA> ...ciências: controle do canal <VIRGULA> ciclo da água <VIRGULA> o submarino <VIRGULA> simulação elétrica <VIRGULA> ...geografia: colocar os países no mapajogos: xadrez <VIRGULA> memória <VIRGULA> ligue 4 <VIRGULA> sudoku ...leitura: prática de leituraoutros: aprender a identificar as horas <VIRGULA> quebra-cabeças com pinturas famosas <VIRGULA> desenho vetorial <VIRGULA> produção de quadrinhos <VIRGULA> ...Atualmente o GCompris oferece mais de 100 atividades e está em constante evolução. O GCompris é um software livre <VIRGULA> o que significa que você pode adaptá-lo às suas necessidades <VIRGULA> melhorá-lo e <VIRGULA> o mais importante <VIRGULA> compartilhá-lo com as crianças de toda a parte., Software Educacional
291, patogênese da tuberculose | Quimica | Khan Academy, Este vídeo ensina:Descobrir exatamente como TB causa danos aos pulmões. Esses vídeos não fornecem aconselhamento médico e são apenas para fins informativos. Os vídeos não são destinados a ser um substituto para o profissional médico conselho <VIRGULA> diagnóstico ou tratamento. Sempre procurar o aconselhamento de um profissional de saúde qualificado com qualquer dúvida que possa ter a respeito de uma condição médica. Nunca desrespeito profissional médico ou atraso na procura por causa de algo que você tenha lido ou visto em qualquer vídeo Khan Academy. CRIADO POR Stanford School of Medicine . Assista a próxima aula: LINK_REMOVIDO, Vídeo
292, Tecendo Redes: como trabalhar com projetos de aprendizagem na sala de aula, Esse ebook tem por objetivo apresentar uma proposta de trabalho com projetos de aprendizagem <VIRGULA> tendo como base a metodologia Tecendo Redes. Ele está dividido em 4 partes: os conceitos de projeto de aprendizagem e projeto de ensino - em que apresentamos a distinção entre ambos a metodologia de projetos de aprendizagem Tecendo Redes - em que descrevemos todas as etapas a serem percorridas para o desenvolvimento do projeto; a avaliação em projetos de aprendizagem - em que apresentamos modelos de rubrica de avaliação que podem colaborar na aferição dos resultados de aprendizagem dos alunos; o uso de tecnologias digitais - onde exploramos algumas tecnologias que podem apoiar diferentes momentos da implementação de um projeto de aprendizagem junto aos alunos. Esperamos que você faça aproveite este ebook e possa desenvolver projetos de aprendizagem na sua escola., Livro digital
293, Crescer em Rede: Apoio à formação continuada de professores para adoção de tecnologias digitais no contexto educacional – Guia I, Vivemos um momento importante da história da humanidade <VIRGULA> onde o advento de novas tecnologias e a disseminação da Internet <VIRGULA> traz uma nova dinâmica para a sociedade <VIRGULA> impactando a forma como acessamos informação <VIRGULA> interagimos uns com os outros <VIRGULA> produzimos conhecimento e aprendemos. As crianças e jovens que estão conosco hoje na escola têm acesso a uma quantidade muito maior de informações <VIRGULA> têm um pensamento não linear <VIRGULA> são mais críticos <VIRGULA> questionadores <VIRGULA> adoram desafios e precisam de feedback permanente. A tecnologia faz parte do seu cotidiano <VIRGULA> não param para entender para que elas servem <VIRGULA> simplesmente <VIRGULA> usam! A escola precisa não só adotar tecnologias digitais <VIRGULA> mas repensar suas estratégias de ensino para que possa atender ao seu objetivo máximo que é preparar seus alunos para dar continuidade aos seus estudos <VIRGULA> ingressar no mercado de trabalho e exercer sua cidadania <VIRGULA> como prevê a Lei de Diretrizes de Bases da Educação Brasileira. Os Guias Crescer em Rede foram elaborados com a ideia de vir a colaborar com este cenário <VIRGULA> propiciando momentos de reflexão <VIRGULA> tendo não só como foco as tecnologias digitais <VIRGULA> mas também refletir como <VIRGULA> a partir delas <VIRGULA> os professores podem trazer uma nova dinâmica para suas aulas <VIRGULA> de forma a envolver os alunos em processos significativos de aprendizagem., Livro digital
294, Crescer em Rede: Apoio à formação continuada de professores para adoção de tecnologias digitais no contexto educacional – Guia II, Vivemos um momento importante da história da humanidade <VIRGULA> onde o advento de novas tecnologias e a disseminação da Internet <VIRGULA> traz uma nova dinâmica para a sociedade <VIRGULA> impactando a forma como acessamos informação <VIRGULA> interagimos uns com os outros <VIRGULA> produzimos conhecimento e aprendemos. As crianças e jovens que estão conosco hoje na escola têm acesso a uma quantidade muito maior de informações <VIRGULA> têm um pensamento não linear <VIRGULA> são mais críticos <VIRGULA> questionadores <VIRGULA> adoram desafios e precisam de feedback permanente. A tecnologia faz parte do seu cotidiano <VIRGULA> não param para entender para que elas servem <VIRGULA> simplesmente <VIRGULA> usam! A escola precisa não só adotar tecnologias digitais <VIRGULA> mas repensar suas estratégias de ensino para que possa atender ao seu objetivo máximo que é preparar seus alunos para dar continuidade aos seus estudos <VIRGULA> ingressar no mercado de trabalho e exercer sua cidadania <VIRGULA> como prevê a Lei de Diretrizes de Bases da Educação Brasileira. Os Guias Crescer em Rede foram elaborados com a ideia de vir a colaborar com este cenário <VIRGULA> propiciando momentos de reflexão <VIRGULA> tendo não só como foco as tecnologias digitais <VIRGULA> mas também refletir como <VIRGULA> a partir delas <VIRGULA> os professores podem trazer uma nova dinâmica para suas aulas <VIRGULA> de forma a envolver os alunos em processos significativos de aprendizagem., Livro digital
295, Crescer em Rede: Apoio à formação continuada de professores para adoção de tecnologias digitais no contexto educacional – Guia III, Vivemos um momento importante da história da humanidade <VIRGULA> onde o advento de novas tecnologias e a disseminação da Internet <VIRGULA> traz uma nova dinâmica para a sociedade <VIRGULA> impactando a forma como acessamos informação <VIRGULA> interagimos uns com os outros <VIRGULA> produzimos conhecimento e aprendemos. As crianças e jovens que estão conosco hoje na escola têm acesso a uma quantidade muito maior de informações <VIRGULA> têm um pensamento não linear <VIRGULA> são mais críticos <VIRGULA> questionadores <VIRGULA> adoram desafios e precisam de feedback permanente. A tecnologia faz parte do seu cotidiano <VIRGULA> não param para entender para que elas servem <VIRGULA> simplesmente <VIRGULA> usam! A escola precisa não só adotar tecnologias digitais <VIRGULA> mas repensar suas estratégias de ensino para que possa atender ao seu objetivo máximo que é preparar seus alunos para dar continuidade aos seus estudos <VIRGULA> ingressar no mercado de trabalho e exercer sua cidadania <VIRGULA> como prevê a Lei de Diretrizes de Bases da Educação Brasileira. Os Guias Crescer em Rede foram elaborados com a ideia de vir a colaborar com este cenário <VIRGULA> propiciando momentos de reflexão <VIRGULA> tendo não só como foco as tecnologias digitais <VIRGULA> mas também refletir como <VIRGULA> a partir delas <VIRGULA> os professores podem trazer uma nova dinâmica para suas aulas <VIRGULA> de forma a envolver os alunos em processos significativos de aprendizagem., Livro digital
296, teste de Mantoux (aka. PPD ou TST) | Quimica | Khan Academy, Este vídeo ensina: Saiba como o teste de Mantoux é feito e como ele funciona. Rishi é um médico infectologista pediátrica e trabalha na Khan Academy. Esses vídeos não fornecem aconselhamento médico e são apenas para fins informativos. Os vídeos não são destinados a ser um substituto para o profissional médico conselho <VIRGULA> diagnóstico ou tratamento. Sempre procurar o aconselhamento de um profissional de saúde qualificado com qualquer dúvida que possa ter a respeito de uma condição médica. Nunca desrespeito profissional médico ou atraso na procura por causa de algo que você tenha lido ou visto em qualquer vídeo Khan Academy. CRIADO POR Stanford School of Medicine . Assista a próxima aula: LINK_REMOVIDO, Vídeo
297, Expandindo sua mente | A ciência e as histórias | Khan Academy, Neste vídeo <VIRGULA> Salman Khan explica que a inteligência humana não é fixa. Seu cérebro funciona como um músculo. Quanto mais você o exercita <VIRGULA> mais ele se desenvolve.Este vídeo é parte dos Jogos do Conhecimento Khan Academy. Acesse jogosdoconhecimento.org.brSobre a Khan Academy: A Khan Academy oferece exercícios <VIRGULA> vídeos e um painel de aprendizado personalizado para ajudar estudantes a aprenderem no seu próprio ritmo <VIRGULA> dentro e fora da sala de aula. Temos conteúdos de matemática <VIRGULA> ciências e programação <VIRGULA> do jardim da infância ao ensino superior <VIRGULA> com tecnologia de ponta. De graça <VIRGULA> para todos e para sempre. #aceiteodesafioSe inscreva no canal: LINK_REMOVIDO, Vídeo
298, O que é tuberculose? | Quimica | Khan Academy, Este vídeo ensina: Saiba as noções básicas de TB <VIRGULA> de onde vem e para onde vai. Rishi é um médico infectologista pediátrica e trabalha na Khan Academy. Esses vídeos não fornecem aconselhamento médico e são apenas para fins informativos. Os vídeos não são destinados a ser um substituto para o profissional médico conselho <VIRGULA> diagnóstico ou tratamento. Sempre procurar o aconselhamento de um profissional de saúde qualificado com qualquer dúvida que possa ter a respeito de uma condição médica. Nunca desrespeito profissional médico ou atraso na procura por causa de algo que você tenha lido ou visto em qualquer vídeo Khan Academy. CRIADO POR Stanford School of Medicine . Assista a próxima aula: LINK_REMOVIDO, Vídeo
299, O que é um algoritmo<VIRGULA> e por que você deve se importar com isso? | Khan Academy, Este vídeo ensina: Khan Academy <VIRGULA> Português BR <VIRGULA> enem <VIRGULA> vestibular <VIRGULA> fundamentos <VIRGULA> Ciência da Computação <VIRGULA> Ciências <VIRGULA> Jornada á teoria da informação na Khan Academy: Ciência da Computação na Academia de Khan: Aprenda tópicos selecionados da ciência da computação - algoritmos (como nós resolvemos problemas comuns na ciência da computação e medimos a eficiência de nossas soluções) <VIRGULA> criptografia (como protegemos informações secretas) e teoria da informação (como nós codificamos e comprimimos informação). Quer um tutor virtual para Jornada á teoria da informação? Habilite a missão Jornada á teoria da informação na Khan Academy aqui: LINK_REMOVIDO, Vídeo
300, Entropia: Abrace o caos | Quimica | Khan Academy, Este vídeo ensina: A vida é caos e do universo tende para a desordem. Mas por que? Se você pensar nisso <VIRGULA> existem apenas algumas maneiras para que as coisas sejam dispostos de forma organizada <VIRGULA> mas há quase infinitas outras maneiras para essas mesmas coisas para ser arranjado. regras simples de probabilidade ditam que é muito mais provável para o material a ser em um dos muitos estados desorganizadas do que em um dos poucos estados organizados. Esta tendência é tão inevitável que é conhecido como a 2ª lei da termodinâmica. Obviamente <VIRGULA> a desordem é um negócio muito grande no universo e que o torna um negócio muito grande em química - é um negócio tão grande que os cientistas têm um nome especial para ele: entropia. Em química <VIRGULA> entropia é a medida de aleatoriedade molecular <VIRGULA> ou distúrbio. Para os próximos treze minutos <VIRGULA> Hank espera que você vai abraçar o caos que ele ensina sobre entropia. Assista a próxima aula: LINK_REMOVIDO, Vídeo
301, epidemiologia TB | Vida e medicina | Khan Academy, Este vídeo ensina: Descobrir quantas vidas são afetadas pela TB em todo o mundo. Rishi é um médico infectologista pediátrica e trabalha na Khan Academy. Esses vídeos não fornecem aconselhamento médico e são apenas para fins informativos. Os vídeos não são destinados a ser um substituto para o profissional médico conselho <VIRGULA> diagnóstico ou tratamento. Sempre procurar o aconselhamento de um profissional de saúde qualificado com qualquer dúvida que possa ter a respeito de uma condição médica. Nunca desrespeito profissional médico ou atraso na procura por causa de algo que você tenha lido ou visto em qualquer vídeo Khan Academy. CRIADO POR Stanford School of Medicine . Assista a próxima aula: LINK_REMOVIDO, Vídeo
302, Interpretando o PPD | Vida e medicina | Khan Academy, Este vídeo ensina: Descubra como o corte para um PPD positivo depende indícios clínicos. Rishi é um médico infectologista pediátrica e trabalha na Khan Academy. Esses vídeos não fornecem aconselhamento médico e são apenas para fins informativos. Os vídeos não são destinados a ser um substituto para o profissional médico conselho <VIRGULA> diagnóstico ou tratamento. Sempre procurar o aconselhamento de um profissional de saúde qualificado com qualquer dúvida que possa ter a respeito de uma condição médica. Nunca desrespeito profissional médico ou atraso na procura por causa de algo que você tenha lido ou visto em qualquer vídeo Khan Academy. CRIADO POR Stanford School of Medicine . Assista a próxima aula: LINK_REMOVIDO, Vídeo
303, TB primária e secundária | Vida e medicina | Khan Academy, Este vídeo ensina: Saiba algumas das principais características de TB primária e como ela difere da TB secundária. Rishi é um médico infectologista pediátrica e trabalha os vídeos Khan Academy.These não fornecem aconselhamento médico e são apenas para fins informativos. Os vídeos não são destinados a ser um substituto para o profissional médico conselho <VIRGULA> diagnóstico ou tratamento. Sempre procurar o aconselhamento de um profissional de saúde qualificado com qualquer dúvida que possa ter a respeito de uma condição médica. Nunca desrespeito profissional médico ou atraso na procura por causa de algo que você tenha lido ou visto em qualquer vídeo Khan Academy. CRIADO POR Stanford School of Medicine . Assista a próxima aula: LINK_REMOVIDO, Vídeo
304, TB pulmonar | Quimica | Khan Academy, Este vídeo ensina: Saiba os efeitos que a tuberculose tem sobre os pulmões e algumas pistas clínicas importantes. Esses vídeos não fornecem aconselhamento médico e são apenas para fins informativos. Os vídeos não são destinados a ser um substituto para o profissional médico conselho <VIRGULA> diagnóstico ou tratamento. Sempre procurar o aconselhamento de um profissional de saúde qualificado com qualquer dúvida que possa ter a respeito de uma condição médica. Nunca desrespeito profissional médico ou atraso na procura por causa de algo que você tenha lido ou visto em qualquer vídeo Khan Academy. CRIADO POR Stanford School of Medicine . Assista a próxima aula: LINK_REMOVIDO, Vídeo
305, Plantas vasculares = Vitória! | Biologia | Khan Academy, Este vídeo ensina: Hank nos apresenta uma das mais diversas e importantes famílias da árvore da vida - as plantas vasculares. Estas plantas têm encontrado enorme sucesso eo seu segredo também é a sua definição característica: tecidos condutores que podem levar comida e água de uma parte de uma planta para outra parte. Embora pareça simples <VIRGULA> a capacidade de mover nutrientes e água de uma parte de um organismo para outro foi um avanço evolutivo para plantas vasculares <VIRGULA> permitindo-lhes crescer exponencialmente maior <VIRGULA> loja de alimentos para tempos de vacas magras <VIRGULA> e desenvolver características que lhes permitiram se espalhar mais longe e mais rápido. Plantas dominado a terra muito antes de os animais ainda mostrou-se <VIRGULA> e até hoje manter os recordes mundiais para os maiores e mais maciças <VIRGULA> e os organismos mais antigos do planeta. CRIADO POR EcoGeek . Assista a próxima aula: LINK_REMOVIDO, Vídeo
306, Tuberculose extrapulmonar (parte 1) | Vida e medicina | Khan Academy, Este vídeo ensina: Saiba mais sobre como a tuberculose pode se espalhar além de seus pulmões. Esses vídeos não fornecem aconselhamento médico e são apenas para fins informativos. Os vídeos não são destinados a ser um substituto para o profissional médico conselho <VIRGULA> diagnóstico ou tratamento. Sempre procurar o aconselhamento de um profissional de saúde qualificado com qualquer dúvida que possa ter a respeito de uma condição médica. Nunca desrespeito profissional médico ou atraso na procura por causa de algo que você tenha lido ou visto em qualquer vídeo Khan Academy. CRIADO POR Stanford School of Medicine . Assista a próxima aula: LINK_REMOVIDO, Vídeo
